uid,size,brand,model,loadspeed
20242060924,235/45ZR17,Uniroyal,Power Paw A/S,100H
20242060925,225/55ZR17,Uniroyal,Power Paw A/S,100H
20242060926,245/45ZR18,Uniroyal,Power Paw A/S,100H
20242060927,205/45ZR17,Uniroyal,Power Paw A/S,100H
20242060928,205/55ZR16,Uniroyal,Power Paw A/S,100H
20242060929,255/40ZR19,Uniroyal,Power Paw A/S,100H
20242060930,225/50ZR17,Uniroyal,Power Paw A/S,100H
20242060931,235/65R17,GT Radial,Icepro SUV 3,100H
20242060932,275/40ZR19,Uniroyal,Power Paw A/S,100H
20242060933,245/55ZR18,Uniroyal,Power Paw A/S,100H
20242060934,225/50ZR18,Uniroyal,Power Paw A/S,100H
20242060935,215/55ZR17,Uniroyal,Power Paw A/S,100H
20242060936,245/75R17,Nexen,Roadian ATX,100H
20242060937,245/45ZR19,Uniroyal,Power Paw A/S,100H
20242060938,215/45ZR17,Uniroyal,Power Paw A/S,100H
20242060939,255/45ZR20,Uniroyal,Power Paw A/S,100H
20242060940,265/65R17,Nexen,Roadian ATX,100H
20242060941,255/40R19,Nexen,N'Fera AU7,100H
20242060942,265/35R18,Yokohama,Advan Apex V601,100H
20242060943,305/35R24,Nexen,Roadian HP SUV,100H
20242060944,245/35ZR20,Nexen,N'Fera AU7,100H
20242060945,285/30R20,Yokohama,Advan Apex V601,100H
20242060946,235/60R17,Nexen,Roadian GTX,100H
20242060947,295/25ZR21,Yokohama,Advan Fleva V701,100H
20242060948,215/45R17,Yokohama,Advan Sport A/S+,100H
20242060949,185/65R15,Nexen,Winguard Winspike 3,100H
20242060950,265/40ZR19,Yokohama,Advan Sport V105,100H
20242060951,215/55R16,Nexen,Winguard Winspike 3,100H
20242060952,215/70R15,Yokohama,AVID Ascend LX,100H
20242060953,225/60R16,Yokohama,AVID Touring-S,100H
20242060954,235/70R16,Yokohama,AVID Touring-S,100H
20242060955,235/55R17,Yokohama,BluEarth V906 SUV,100H
20242060956,275/55R20,Yokohama,GEOLANDER A/T,100H
20242060957,225/60R18,Yokohama,Geolandar CV G058,100H
20242060958,245/70R17,Yokohama,Geolandar H/T G056,100H
20242060959,235/75R15,Yokohama,Geolandar H/T G056,100H
20242060960,265/70R16,Yokohama,Geolandar X-AT,100H
20242060961,265/70R16,Yokohama,Geolandar X-CV G057,100H
20242060962,225/60R18,Yokohama,Geolandar CV 4S,100H
20242060963,37X13.50R20,Yokohama,Geolandar M/T G003,100H
20242060964,37X13.50R22,Yokohama,Geolandar M/T G003,100H
20242060965,225/65R16,GT Radial,Champiro Touring A/S,100H
